Company,Skills
quadratyx,"('css', 'bootstrap', 'jquery', 'java', 'software engineer', 'html', 'technical skills', 'python', 'problem solving', 'javascript', 'ooad')"
Microsoft India Pvt Ltd,"('software development', 'web technologies', 'agile methodology', 'user experience design', 'debugging tools', 'css', 'java', 'software engineer', 'html', 'c#', 'team player', 'javascript')"
Nvidia Graphics Pvt Ltd,"('**    c  /  c   programming', 'network topology design', 'routing algorithms knowledge', 'performance optimization', 'docker cloud setup  **', 'simulator', 'network management', 'computer graphics', 'written communication', 'software engineer', 'software engineering')"
Aticara Technology,"('c', 'storage', 'security', 'linux', 'debugging', 'software engineer', 'c', 'software testing', 'infrastructure')"
Nvidia Graphics Pvt Ltd,"('**  c   programming', 'python development', 'object oriented programming', 'documentation writing', 'team collaboration **', 'freebsd', 'oop', 'linux', 'software engineer', 'kernel', 'windows')"
Flytxt Mobile Solutions Pvt Ltd,"('rest', 'hibernate', 'jquery', 'spring', 'java', 'struts', 'j2ee', 'software engineer', 'software engineering', 'mysql', 'html', 'unix')"
virtual engineering services pvt. ltd.,"('c', 'css', 'java', 'debugging', 'software engineer', 'html', 'c#', 'problem solving', 'javascript', 'exceptions', 'web technologies', '.net', 'forms')"
Myntra,"('frontend development', 'mobile apps', 'user interface design', 'react native', 'ui architecture', 'css', 'html5', 'software engineer', 'imaging', 'javascript')"
Microsoft India Pvt Ltd,"('**   cloud computing', 'container technology', 'c  /  c    /  c# development', 'scalable services', 'collaborative problem solving  **', 'security', 'java', 'software engineer', 'cloud services')"
Infoblox,"('golang development', 'cloud platforms', 'networking solutions', 'system architecture', 'microservices development', 'orchestration', 'docker', 'software engineer', 'software engineering', 'api', 'rest', 'python', 'infrastructure')"
a&w engineering works pvt ltd.,"('c  /  c   programming', 'object oriented programming', 'design patterns', 'linux environment', 'multi threading', 'python', 'git', 'software engineer', 'shell scripting', 'multithreading', 'ipc', 'digital signal processing', 'middleware')"
Aeris Communications,"('core java', 'sql', 'design patterns', 'spring', 'agile', 'fundamentals', 'hibernate', 'memory management', 'xml', 'json', 'software engineer', 'telecom', 'data structures', 'rest')"
Efftronics Systems Pvt Ltd,"('fundamentals', 'c', 'html5', 'java', 'uml', 'debugging', 'software engineer', 'object oriented programming', 'perl', 'rest', 'python', 'c', 'mobile', 'problem solving', 'javascript', 'nosql', 'ruby', 'java programming')"
Icubespro,"('css', 'software design', 'bootstrap', 'jquery', 'git', 'oops', 'asp.net', 'software engineer', 'html', 'mysql', 'mvc', 'c#', 'entity framework', 'asp .net', 'javascript', 'windows forms', '.net')"
vrindi inc,"('html5', 'ado.net', 'bootstrap', 'jquery', 'sql', 'asp.net', 'debugging', 'software engineer', 'software engineering', 'api', 'web designing', 'phonegap', 'mongodb', 'entity framework', 'xamarin', 'mobile', 'windows', 'linq', 'umbraco')"
GreenField Software Private Limited.,"('rest api', 'hibernate', 'docker', 'java', 'spring mvc', 'xml', 'j2ee', 'json', 'software engineer', 'technical skills', 'rdbms', 'javascript', 'web technologies', 'software developer')"
Microsoft India Pvt Ltd,"('distributed systems', 'agile methodology', 'cloud technologies', 'performance profiling', 'debugging techniques', 'c', 'java', 'devops', 'software engineer', 'software engineering', 'c#', 'san', 'python', 'cache', 'machine learning', 'javascript', 'high performance computing')"
LAKSH HUMAN RESOURCE,"('algorithms', 'html5', 'bootstrap', 'ajax', 'jquery', 'sql', 'apache', 'linux', 'software engineer', 'data structures', 'mysql', 'cakephp', 'mobile', 'problem solving', 'node.js', 'environment', 'ooad', 'php')"
bizbrainz technologies pvt ltd,"('css', 'wordpress', 'ajax', 'jquery', 'cake', 'xml', 'codeigniter', 'software engineer', 'mysql', 'html', 'object oriented programming', 'mvc', 'magento', 'rdbms', 'joomla', 'javascript', 'drupal', 'php', 'smarty')"
targray india pvt ltd,"('ms dynamics crm', 'power platform', '', 'net core', 'c#  &  javascript', 'sql queries', 'devops', 'ssrs', '.net', 'storage', 'security', 'microsoft .net', 'software engineer', 'rest', 'team player', 'problem solving')"
ORACLE,"('java development', 'pl  /  sql proficiency', 'restful services', 'scripting languages', 'cloud technologies', 'security', 'database', 'debugging', 'software engineer', 'software engineering', 'mvc', 'middleware', 'oracle', 'mobile')"
Myntra,"('reactjs', 'javascript', 'html  /  css', 'webpack', 'restful apis', 'artificial intelligence', 'elastic search', 'git', 'software engineer', 'mysql', 'big data', 'python', 'machine learning', 'node.js', 'cassandra')"
Moody's Corporation,"('**    software development', 'algorithm design', 'performance tuning', 'data processing', 'cross functional collaboration  **', 'algorithms', 'software design', 'sql', 'memory management', 'software engineer', 'software engineering', 'c#', 'python', '.net')"
Microsoft India Pvt Ltd,"('**   software development', 'front end programming', 'effective communication', 'user experience focus', 'problem solving  **', 'c', 'java', 'software engineer', 'api', 'c#', 'python', 'javascript', '.net')"
ORACLE,"('android development', 'java programming', 'objective c', 'react native', 'swift programming', 'css', 'html5', 'storage', 'security', 'xml', 'software engineer', 'api', 'oracle', 'mobile', 'written communication')"
fixfin technologies pvt ltd,"('css', 'html5', 'wordpress', 'ece', 'php developer', 'jquery', 'database', 'oscommerce', 'codeigniter', 'yii', 'zend', 'software engineer', 'mysql', 'html', 'mvc', 'magento', 'cakephp', 'triggers', 'drupal', 'php')"
Moody's Corporation,"('middleware infrastructure', 'apache tomcat management', 'application server troubleshooting', 'automation scripting tools', 'security protocol implementation', 'orchestration', 'information technology', 'oracle weblogic', 'docker', 'java ee', 'software engineer', 'shell scripting', 'production environment')"
autodesk india pvt ltd,"('c   programming', 'c# programming', 'algorithm design', 'data structures', 'communication skills', 'algorithms', 'oop', 'git', 'software engineer', 'html', 'mfc', 'javascript', 'consultant', '.net')"
Microsoft India Pvt Ltd,"('**   big data processing', 'machine learning', 'statistical analysis', 'web services development', 'data analytics  **', 'c', 'data mining', 'java', 'software engineer', 'c#', 'python', 'information retrieval', 'javascript')"
bentley systems pvt ltd,"('spark data pipelines', 'scala programming', 'python automation', 'data quality checks', 'big data processing', 'infrastructure engineering', 'software engineer', 'mining', 'machine learning', 'project delivery')"
Moody's Corporation,"('c# development', '', 'net ecosystem', 'microsoft azure', 'containerization', 'financial domain', 'orchestration', 'sql', 'docker', 'software engineer', 'mvc', '.net')"
bentley systems pvt ltd,"('oo design  &  development', 'delphi  &  c', 'desktop applications', 'cloud software', 'agile environment', 'bug fixing', 'software engineer', 'python', 'javascript')"
Moody's Corporation,"('**   salesforce development', 'apex programming', 'lightning components', 'data modeling', 'systems integration  **', 'rest api', 'java', 'devops', 'html', 'soap', 'security', 'software engineer', 'salesforce developer', 'ant')"
Microsoft India Pvt Ltd,"('large scale systems', 'c   development', 'machine learning', 'performance optimization', 'distributed systems', 'fundamentals', 'java', 'devops', 'debugging', 'software engineer', 'software engineering', 'c#', 'san', 'python', 'javascript')"
highrise solutions llp,"('php', 'symfony', 'c', 'sql  /  mysql', 'atlassian tools', 'ssrs', 'web development', 'github', 'software design', 'bi', 'security', 'software engineer', 'mobile', 'problem solving', 'machine learning')"
Moody's Corporation,"('salesforce development', 'lightning components', 'apex coding standards', 'api integration', 'agile methodologies', 'rest api', 'java', 'devops', 'html', 'soap', 'security', 'software engineer', 'salesforce developer', 'ant')"
IBM India Pvt Ltd,"('golang  /  python  containers  /  openshift  /  kubernetes  rhel  /  linux os  continuous integration  problem solving', 'storage', 'file system', 'git', 'debugging', 'software engineer', 'cloud storage')"
Edifecs,"('java frameworks knowledge', 'microservices development', 'sql  /  nosql experience', 'test driven development', 'web application design', 'mockito', 'artificial intelligence', 'spring', 'software engineer', 'jpa', 'big data', 'junit', 'natural language processing', 'software delivery', 'machine learning', 'javascript')"
IBM India Pvt Ltd,"('storage design', 'storage development', 'golang  /  python', 'containers  /  openshift  /  kubernetes', 'problem solving', 'file system', 'git', 'linux', 'debugging', 'software engineer', 'os', 'cloud storage')"
Dquip,"('service oriented', 'css', 'soa', 'xml', 'data structures', 'software engineering', 'html', 'mysql', 'javascript', 'soap', 'fundamentals', 'algorithms', 'oops', 'software engineer', 'mvc', 'business applications', 'rest', 'rdbms', 'team player', 'windows', 'written communication', 'php', 'unix   /   linux')"
IBM India Pvt Ltd,"('golang  /  python', 'containers  /  openshift  /  kubernetes', 'problem solving', 'communication skills', 'continuous integration', 'storage', 'file system', 'git', 'linux', 'debugging', 'software engineer', 'os', 'cloud storage')"
Informatica,"('java development', 'node', 'js programming', 'javascript coding', 'html css design', 'agile methodology', 'algorithms', 'linux', 'software engineer', 'data structures', 'maven', 'team player', 'eclipse', 'entry level', 'php')"
eurofins it solutions pvt ltd,"('web application development', '', 'net technologies', 'sql database', 'agile methodology', 'communication skills', 'html5', 'devops', 'asp.net', 'ssrs', 'c#', 'erp  /  crm', 'javascript', 'jquery', 'software engineer', 'information management', 'software delivery', 'mobile', 'team player', 'written communication')"
autodesk india pvt ltd,"('c   programming', 'agile development', 'team leadership', 'software development', 'communication skills', 'graphics', 'data structures', 'object oriented programming', 'windows programming', 'javascript', 'visual studio', 'fundamentals', 'database', 'json', 'software engineer', 'cloud services', 'os', 'consultant')"
eurofins it solutions pvt ltd,"('web development', 'microsoft stack', 'angular', 'sql', 'agile methodology', 'soa', 'html5', 'oop', 'asp.net', 'c#', 'erp  /  crm', 'javascript', 'microsoft technologies', 'jquery', 'software engineer', 'mvc', 'information management', 'software delivery', 'mobile', 'service oriented architecture')"
Moody's Corporation,"('nmt models maintenance', 'api development', 'text manipulation', 'software debugging', 'agile methodology', 'algorithms', 'cuda', 'c', 'curl', 'rest api', 'gcc', 'git', 'xml', 'linux', 'json', 'software engineer', 'software engineering', 'multithreading', 'html', 'python', 'github', 'written communication')"
Moody's Corporation,"('python development', 'api development', 'data modeling', 'agile software processes', 'cloud providers   (  gcp  /  aws  /  azure  )', 'algorithms', 'rest api', 'bootstrap', 'database', 'json', 'software engineer', 'data structures')"
Intellvisions Software Ltd,"('html5', 'jsp', 'docker', 'spring', 'java', 'xml', 'devops', 'debugging', 'json', 'web api', 'api', 'rest', 'oracle', 'svn', 'javascript', 'eclipse', 'unix')"
eurofins it solutions pvt ltd,"('full stack development', '', 'net applications', 'angular', 'c#', 'entity framework', 'soa', 'oop', 'web api', 'software engineering', 'erp  /  crm', '.net', 'sql', 'uml', 'debugging', 'information management', 'software delivery', 'mobile', 'microsoft azure', 'problem solving')"
Microsoft India Pvt Ltd,"('**  cloud service development', 'database management', 'software engineering', 'programming languages', 'customer experience focus **', 'c', 'sql', 'security', 'c#', 'cloud services', 'python', 'sql database')"
Moody's Corporation,"('react.js', 'typescript', 'python', 'node.js', 'html', 'css', 'docker', 'postgresql', 'software engineering', 'microsoft azure', 'javascript')"
Zettaone Technologies India Pvt. Ltd.,"('microprocessor', 'jtag', 'usb', 'i2c', 'embedded hardware', 'arm', 'hardware', 'microcontroller', 'embedded software', 'uart', 'arm controller')"
eurofins it solutions pvt ltd,"('c#', '.net', 'angular', 'sql', 'uml', 'soa', 'oop', 'web api', 'software engineering', 'erp  /  crm', 'debugging', 'information management', 'entity framework', 'software delivery', 'mobile', 'microsoft azure', 'problem solving')"
eurofins it solutions pvt ltd,"('', 'net development', 'angular', 'c#', 'web apis', 'sql', 'soa', 'oop', 'software engineering', 'erp  /  crm', '.net', 'uml', 'debugging', 'information management', 'entity framework', 'software delivery', 'mobile', 'microsoft azure', 'problem solving')"
Larsen & Toubro Infotech Ltd,"('software development life cycle', 'troubleshooting and debugging', 'code design and testing', 'software quality assurance', 'documentation and maintenance', 'software verification', 'sdlc')"
Dell India,"('c programming', 'firmware development', 'bios  /  uefi', 'software architecture', 'test strategies', 'business environment', 'storage', 'embedded software', 'software engineering')"
JIVA INFOTECH,"('fundamentals', 'algorithms', 'bug fixing', 'security', 'xml', 'json', 'mvc', 'rest', 'c', 'operating system', 'problem solving', 'soap')"
TAURUS HARD SOFT SOLUTIONS,"('c', 'c', 'network programming', 'linux', 'debugging', 'ipc', 'java programming')"
TAURUS HARD SOFT SOLUTIONS,"('c', 'c', 'network programming', 'linux', 'debugging', 'telecom', 'ipc', 'java programming')"
Capgemini India Pvt Ltd,"('**', 'net core development', 'cloud computing skills', 'api design proficiency', 'agile software management', 'microservices architecture **', 'c', 'soa', 'html5', 'rest api', 'advanced c', 'spring', 'java', 'rtos', 'devops', 'xml', 'asp.net', 'web api', 'c#', 'github', 'software testing', 'maven', 'javascript', 'messaging', 'nosql', 'groovy', 'struts', 'hybris')"
Microsoft India Pvt Ltd,"('cloud computing', 'full stack development', 'software design', 'distributed systems', 'collaboration skills', 'c#', 'fundamentals', 'c', 'python', 'sharepoint', 'javascript', 'security', 'system architecture')"
Capgemini India Pvt Ltd,"('**  etl development', 'python programming', 'sql  /  nosql technologies', 'aws services expertise', 'devops tools experience **', 'rest', 'github', 'cloud services', 'storage', 'database', 'mongodb')"
cloudxlab,"('retail lending', 'nse', 'lending', 'banking', 'bse', 'housing finance')"
TAURUS HARD SOFT SOLUTIONS,"('python', 'debugging', 'java programming')"
TAURUS HARD SOFT SOLUTIONS,"('python', 'c', 'debugging', 'java programming')"
TAURUS HARD SOFT SOLUTIONS,"('database', 'c', 'telecom', 'jdbc', 'java developer', 'sql')"
Phoenix Knowledge Management Pvt. Ltd.,"('problem solving', 'database', 'java', '.net', 'visual basic')"
Valley Telegence,"('c', 'os', 'dialogic', 'ss7', 'linux', 'telecom', 'software developer')"
JIVA INFOTECH,"('css', 'jquery', 'sql', 'mvvm', 'git', 'asp.net', 'oops', 'debugging', 'html', 'web api', 'mvc', 'singleton', 'entity framework', 'wix', 'team player', 'svn', 'xaml', '.net', 'c#.net')"
JIVA INFOTECH,"('css', 'authoring', 'jquery', 'database', 'git', 'xml', 'linux', 'web development', 'mysql', 'mvc', 'magento', 'rest', 'javascript', 'php', 'soap')"
JIVA INFOTECH,"('css', 'jquery', 'git', 'oops', 'linux', 'zend', 'debugging', 'mysql', 'html', 'mvc', 'magento', 'rest', 'team player', 'svn', 'php', 'soap')"
JIVA INFOTECH,"('rest', 'css', 'svn', 'jquery', 'git', 'oops', 'linux', 'php', 'zend', 'debugging', 'mysql', 'html', 'mvc', 'soap', 'magento')"
Boyen Haddin Consultants LLP,"('fundamentals', 'aop', 'orchestration', 'software design', 'docker', 'spring', 'advanced java', 'java', 'oops', 'mvc', 'mongodb', 'problem solving', 'nosql', 'messaging', 'spring boot', 'cassandra', 'java programming')"
FINITE HR CONSUTING PVT LTD,"('mentor', 'n-tier', 'web services', 'microsoft technologies', 'senior developer', 'unit testing', 'object oriented design', 'sql', 'coding', 'technical architecture', 'design patterns', 'microsoft .net', '.net framework', 'asp.net', 'wcf', 'software development', 'version control', 'application development', 'technical design', 'written communication')"
Capgemini India Pvt Ltd,"('**', 'net framework', 'c# programming', 'sql database', 'angular development', 'unit testing **', 'software development', 'bi', 'sql server', 'xml  /  xslt', 'design patterns', '.net framework', 'asp.net', 'wcf')"
Vacation Labs,"('github', 'ruby', 'tandem', 'api', 'angularjs')"
AnAr Solutions,"('.net technologies', '.net', 'team player')"
JIVA INFOTECH,"('typography', 'ux designer', 'aftereffects', 'indesign', 'brochures', 'ux', 'photoshop', 'designing', 'wireframes', 'illustrator')"
JIVA INFOTECH,"('fundamentals', 'css', 'bootstrap', 'jquery', 'sql', 'oops', 'html', 'c#', 'rest', 'problem solving', 'javascript', 'infrastructure', '.net')"
JIVA INFOTECH,"('fundamentals', 'css', 't-sql', 'sql', 'git', 'asp.net', 'oops', 'web api', 'html', 'mvc', 'pl  /  sql', 'c#', 'rest', '.net developer', 'problem solving', 'infrastructure', '.net')"
JIVA INFOTECH,"('c#', 'dml', 'windows', 'linq', '.net', 'web development')"
JIVA INFOTECH,"('entity framework', 'rest api', 'jquery', 'javascript', 'sql', 'mvvm', 'git', 'xml', '.net', 'json', 'mvc', 'api')"
JIVA INFOTECH,"('problem solving', 'git', 'php', 'html', 'mvc', 'magento')"
JIVA INFOTECH,"('css', 'jquery', 'git', 'oops', 'linux', 'zend', 'debugging', 'mysql', 'html', 'mvc', 'technical skills', 'magento', 'rest', 'svn', 'javascript', 'web hosting', 'putty', 'php', 'soap')"
JIVA INFOTECH,"('bug fixing', 'webkit', 'database', 'security', 'java', 'mvvm', 'git', 'xml', 'json', 'api', 'problem solving')"
lamp technologies pvt. ltd,"('cakephp', 'html5', 'wordpress', 'joomla', 'symfony', 'ajax', 'javascript', 'jquery', 'database', 'xml', 'php', 'debugging', '.net', 'phonegap', 'magento')"
Capgemini India Pvt Ltd,"('**  java programming', 'spring framework', 'restful services', 'cloud computing', 'agile methodologies **', 'software design', 'hibernate', 'sql', 'uml', 'devops', 'jpa', 'python', 'ddd', 'maven', 'nosql', 'messaging', 'gradle', 'spring boot')"
Capgemini India Pvt Ltd,"('**', 'net development', 'cloud computing', 'api design', 'agile methodology', 'microservices architecture **', 'c', 'soa', 'html5', 'rest api', 'advanced c', 'spring', 'java', 'rtos', 'devops', 'xml', 'asp.net', 'web api', 'c#', 'github', 'software testing', 'maven', 'javascript', 'messaging', 'nosql', 'groovy', 'struts', 'hybris', 'software design', 'jsp', 'ado.net', 'storage')"
Capgemini India Pvt Ltd,"('**  java microservices', 'spring boot', 'sql database', 'agile environment', 'automated testing **', 'c', 'soa', 'html5', 'rest api', 'advanced c', 'rtos', 'devops', 'xml', 'asp.net', 'web api', 'c#', 'github', 'software testing', 'maven', 'javascript', 'messaging', 'nosql', 'groovy', 'struts', 'hybris', 'software design', 'jsp', 'ado.net', 'storage', 'hibernate', 'mockito')"
Myntra,"('front end development', 'ui architecture', 'javascript', 'react', 'js', 'responsive layouts', 'css', 'html5', 'react.js', 'mobile', 'imaging')"
Myntra,"('big data engineering', 'data modeling', 'data analytics', 'business intelligence', 'performance tuning', 'algorithms', 'debugging', 'pl  /  sql', 'python', 'unix')"
Myntra,"('java  /  jee', 'web technologies', 'rdbms', 'coding', 'problem solving', 'algorithms', 'j2ee', 'data structures', 'mobile', 'imaging', 'messaging')"
Moody's Corporation,"('**   database development', 'sql proficiency', 'data profiling', 'etl  /  elt concepts', 'cloud platforms  **', 'pl  /  sql', 'python', 'oracle', 'sybase', 'application support')"
Capgemini India Pvt Ltd,"('**  etl development', 'data analysis', 'database optimization', 'unix  /  linux proficiency', 'data warehousing  **', 'c', 'html5', 'rest api', 'advanced c', 'java', 'devops', 'xml', 'c#', 'github', 'software testing', 'javascript', 'messaging', 'nosql', 'groovy', 'struts', 'hybris', 'software design', 'jsp', 'ado.net', 'hibernate', 'spring mvc', 'rdbms')"
Capgemini India Pvt Ltd,"('**  etl tool experience', 'sql query tuning', 'data modeling knowledge', 'pl  /  sql proficiency', 'shell scripting experience **', 'c', 'html5', 'rest api', 'advanced c', 'java', 'devops', 'xml', 'c#', 'github', 'software testing', 'javascript', 'messaging', 'nosql', 'groovy', 'struts', 'unix  /  linux', 'hybris', 'software design', 'jsp', 'ado.net', 'hibernate')"
Moody's Corporation,"('javascript programming', 'vue.js development', 'ui component design', 'microservices architecture', 'software development lifecycle', 'algorithms', 'css', 'html5', 'rest api', 'react.js', 'debugging', 'data structures')"
CGI Information Systems and Management Consultants Pvt Ltd,"('**  java proficiency', 'spring framework', 'github experience', 'restful services', 'angular frontend **', 'junior developer', 'sql', 'j2ee', 'debugging', 'enterprise java')"
Microsoft India Pvt Ltd,"('**  object oriented programming', 'cloud development expertise', 'secure coding practices', 'ci  /  cd pipeline experience', 'microservices architecture **', 'c', 'rest api', 'java', 'data structures', 'multithreading', 'c#', 'author', 'nosql', 'livesite', 'security', 'linux', 'debugging', 'windows', 'infrastructure', 'system architecture')"
"SKYWALK VISA IMMIGRATION SERVICES LLP
     (More Jobs)","('software designing', 'software developing', 'software quality testing', 'software quality assurance', 'quality assurance', 'software test engineer')"
Capgemini India Pvt Ltd,"('**  cloud technologies', 'ci  /  cd tools', 'infrastructure as code', 'containerization tools', 'version control systems **', 'docker', 'security', 'git', 'devops', 'cloud services', 'microsoft azure')"
Capgemini India Pvt Ltd,"('**  core java expertise', 'spring framework proficiency', 'restful api development', 'relational databases knowledge', 'cloud platforms experience **', 'sql', 'java ee', 'technical skills', 'cloud services', 'oracle', 'team player', 'java developer', 'spring boot', 'system architecture', 'unix shell')"
Capgemini India Pvt Ltd,"('**   visionplus development', 'mainframe environment', 'cobol programming', 'technical troubleshooting', 'ca tools knowledge  **', 'easytrieve', 'tso', 'ispf', 'jcl', 'endevor', 'vsam', 'system architecture', 'cics')"
Moody's Corporation,"('**   web development practices', 'code quality assurance', 'problem solving abilities', 'user experience focus', 'team collaboration skills  **', 'css', 'security', 'html', 'python', 'node.js', 'web technologies')"
Moody's Corporation,"('**  java  /  jee development', 'agile methodology', 'microservices architecture', 'database management', 'web services integration **', 'soa', 'spring', 'xml', 'j2ee', 'api', 'github', 'maven', 'eclipse', 'soap', 'hibernate', 'sql', 'docker', 'iam', 'json', 'jpa', 'rest', 'problem solving', 'production support', 'service oriented architecture', 'gateway')"
Capgemini India Pvt Ltd,"('**  java development expertise', 'spring framework knowledge', 'restful api services', 'sql and database proficiency', 'cloud platform experience **', 'oracle', 'team player', 'java developer', 'spring boot', 'unix shell', 'java ee')"
Microsoft India Pvt Ltd,"('**  cloud development', 'object oriented programming', 'ci  /  cd pipelines', 'multithreading expertise', 'effective communication **', 'c', 'java', 'devops', 'c#', 'livesite', 'security', 'debugging', 'windows', 'infrastructure', 'system architecture')"
Capgemini India Pvt Ltd,"('**  java development', 'spring framework', 'restful services', 'sql  /  plsql', 'agile methodology **', 'c', 'soa', 'html5', 'rest api', 'advanced c', 'rtos', 'devops', 'xml', 'asp.net', 'web api', 'pl  /  sql', 'c#', 'github', 'software testing', 'maven', 'javascript', 'nosql', 'messaging', 'groovy', 'struts', 'hybris', 'software design', 'jsp', 'ado.net', 'storage', 'hibernate')"
Capgemini India Pvt Ltd,"('dynamics  ce', 'powerapps', 'power automate', 'powerbi', 'javascript', 'c#', 'css', 'html5', 'devops', 'project delivery', 'json', 'sharepoint')"
Capgemini India Pvt Ltd,"('java', 'spring boot', 'restful services', 'jpa  /  hibernate', 'sql', 'nosql db', 'cloud environment', 'c', 'html5', 'rest api', 'advanced c', 'devops', 'xml', 'c#', 'github', 'software testing', 'javascript', 'messaging', 'groovy', 'struts', 'hybris', 'software design', 'jsp', 'ado.net', 'spring mvc', 'entity framework', 'gradle', 'cloud storage', 'soa', 'rtos', 'asp.net')"
Capgemini India Pvt Ltd,"('visionplus development', 'mainframe environment', 'techno functional knowledge', 'mainframe development skills', 'ca tools', 'easytrieve', 'tso', 'ispf', 'jcl', 'cobol', 'endevor', 'cics', 'vsam')"
Capgemini India Pvt Ltd,"('visionplus development', 'techno functional knowledge', 'mainframe environment', 'mainframe development', 'troubleshooting', 'easytrieve', 'tso', 'ispf', 'jcl', 'cobol', 'endevor', 'cics', 'vsam')"
Capgemini India Pvt Ltd,"('cards  /  payment domain', 'core java', 'spring framework', 'restful apis', 'sql databases', 'oracle', 'team player', 'java developer', 'spring boot', 'unix shell', 'java ee')"
Capgemini India Pvt Ltd,"('java development', 'spring framework', 'restful apis', 'test case writing', 'cloud platforms', 'sql', 'java ee', 'technical skills', 'cloud services', 'oracle', 'team player', 'java developer', 'spring boot', 'system architecture', 'unix shell')"
Capgemini India Pvt Ltd,"('cards  /  payment domain', 'core java', 'spring framework', 'restful api services', 'sql databases', 'java ee', 'technical skills', 'cloud services', 'oracle', 'team player', 'java developer', 'spring boot', 'system architecture', 'unix shell')"
