Company,Skills
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'network engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'bachelor', 'msc', 'phd', 'graduate']"
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'network engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'bachelor', 'msc', 'phd', 'graduate']"
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'network engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'bachelor', 'msc', 'phd', 'graduate']"
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'network engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'bachelor', 'msc', 'phd', 'graduate']"
"PRIMEX IMMIGRATION LLP
     (More Jobs)","['gnm', 'gnm nurse', 'nursing', 'healthcare', 'staff nurse', 'icu nurse', 'medical icu', 'cardiac', 'cardiology', 'nurse']"
"TALENT VAULT LLP
     (More Jobs)","['gnm nurse', 'nursing', 'staff nurse', 'icu nurse', 'critical care']"
"EXOTIC EXPERT SOLUTIONS LLP
     (More Jobs)","['nurse', 'staff nurse', 'male nurse', 'occupational health nurse', 'ot nurse', 'icu', 'cardiac']"
"TALENT VAULT LLP
     (More Jobs)","['staff nurse', 'nurse', 'nursing', 'general nursing', 'nursing care', 'emergency nursing']"
"PRIMEX IMMIGRATION LLP
     (More Jobs)","['gnm', 'gnm nurse', 'nursing', 'healthcare', 'staff nurse', 'icu nurse', 'medical icu', 'cardiac', 'cardiology']"
SEVEN CONSULTANCY,"['nursing assistant', 'gnm', 'health', 'nursing', 'healthcare', 'nurse', 'nursing care']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
SEVEN CONSULTANCY,"['intensive care', 'nursing assistant', 'gnm', 'nursing', 'patient care', 'anesthesia', 'clinical assistant', 'nurse']"
"Aztec Fluids & Machinery Private Limited
     (More Jobs)",['secretary']
"Accurate Law Associates
     (More Jobs)","['calender management', 'travel arrangements', 'personal assistant', 'executive secretary', 'executive assistant', 'executive assistance', 'administrative support']"
"SHAURANSH PRODUCTS PRIVATE LIMITED
     (More Jobs)","['ms office', 'team', 'retail store operations', 'team management', 'time management', 'good communication', 'good communication skills', 'pleasing personality']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"Rohit Singh
     (More Jobs)","['physical therapy assistants', 'occupational therapists', 'physical therapists', 'physician assistants', 'nurse practitioners', 'surgeons', 'veterinarians', 'pediatricians']"
"EXOTIC EXPERT SOLUTIONS LLP
     (More Jobs)","['daycare assistant', 'daycare manager', 'daycare teacher', 'teaching']"
"MS RELIABLE INDUSTRIES
     (More Jobs)","['lead generation', 'sales', 'sales executive']"
"I g petrochemicals limited
     (More Jobs)","['executive secretary', 'secretarial work']"
"Sino Caring Health Industry HaiNan Co Ltd
     (More Jobs)","['business development executive', 'business development assistant', 'revenue generation', 'lead generation', 'business generation', 'business development']"
"Massive Jobss
     (More Jobs)","['calling', 'typing', 'data entry', 'computer operator', 'office assistant', 'back office assistant']"
"TALENT VAULT LLP
     (More Jobs)","['assistant manager', 'assistant manager sales', 'manager', 'associate manager']"
"PRIMEX IMMIGRATION LLP
     (More Jobs)","['education', 'lecturer', 'professor', 'assistant professor']"
"MIAECT Pvt Ltd
     (More Jobs)","['system admin', 'ms -word', 'ms-excel', 'computer operator', 'admin operator', 'office administration', 'office assistant', 'office coordination', 'administration work']"
"EXOTIC EXPERT SOLUTIONS LLP
     (More Jobs)","['daycare assistant', 'daycare manager', 'daycare teacher', 'teaching']"
"Avijit Das
     (More Jobs)","['assistant manager', 'data entry operator', 'supervisor', 'back office executive', 'accountant', 'computer operator', 'office assistant', 'cashier']"
"Avijit Das
     (More Jobs)","['data  entry operator', 'computer operator', 'supervisor', 'incharge', 'sales executive', 'assistant manager', 'team leader', 'back office executive']"
"Avijit Das
     (More Jobs)","['assistant manager', 'team leader', 'software engineer', 'back office operations', 'data entry operator', 'computer operator', 'office assistant']"
"Avijit Das
     (More Jobs)","['supervisor', 'data entry operator', 'computer operator', 'store incharge', 'inventory control', 'purchasing', 'back office executive', 'assistant manager']"
"I g petrochemicals limited
     (More Jobs)","['taxation', 'accounting', 'bank reconciliation', 'tds', 'tally', 'gst', 'service tax']"
"SN WEB ENTERPRISES
     (More Jobs)","['fresher', 'administration', 'computer operator', 'office assistant', 'assistant', 'executive assistant']"
"Avijit Das
     (More Jobs)","['assistant manager', 'financial advisor', 'accountant', 'back office executive', 'mis executive', 'team leader', 'project manager', 'collection officer']"
"Avijit Das
     (More Jobs)","['computer operator', 'data entry operator', 'office assistant', 'front office executive', 'receptionist', 'store incharge', 'inventory control']"
"CLOUD VISA IMMIGRATION LLP
     (More Jobs)","['admin manager', 'admin assistant', 'admin']"
"CLOUD VISA IMMIGRATION LLP
     (More Jobs)","['admin manager', 'admin assistant', 'admin']"
"EXOTIC EXPERT SOLUTIONS LLP
     (More Jobs)","['education', 'library design', 'librarian', 'library management', 'assistant librarian', 'digital library', 'library assistant']"
"Avijit Das
     (More Jobs)","['engineering', 'mechanical', 'assistant manager', 'team leader', 'back office executive', 'customer support executive', 'office assistant', 'computer operator']"
"EXOTIC EXPERT SOLUTIONS LLP
     (More Jobs)","['education', 'library design', 'librarian', 'library management', 'assistant librarian', 'digital library', 'library assistant']"
"EXOTIC EXPERT SOLUTIONS LLP
     (More Jobs)","['education', 'library design', 'librarian', 'library management', 'assistant librarian', 'digital library', 'library assistant']"
"EXOTIC EXPERT SOLUTIONS LLP
     (More Jobs)","['education', 'library design', 'librarian', 'library management', 'assistant librarian', 'digital library', 'library assistant']"
"EXOTIC EXPERT SOLUTIONS LLP
     (More Jobs)","['education', 'library design', 'librarian', 'library management', 'assistant librarian', 'digital library', 'library assistant']"
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'network engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'msc', 'phd', 'graduate']"
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'bachelor', 'msc', 'phd', 'graduate', 'admin']"
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'network engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'msc', 'phd', 'graduate']"
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'bachelor', 'msc', 'phd', 'graduate', 'admin']"
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'network engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'msc', 'phd', 'graduate']"
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'bachelor', 'msc', 'phd', 'graduate', 'admin']"
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'network engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'msc', 'phd', 'graduate']"
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'bachelor', 'msc', 'phd', 'graduate', 'admin']"
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'network engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'msc', 'phd', 'graduate']"
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'network engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'msc', 'phd', 'graduate']"
"Jovial trip
     (More Jobs)","['be', 'btech', 'ba', 'bsc', 'bcom', 'engineer', 'software engineer', 'network engineer', 'bhm', 'marketing', 'sales', 'nurse', 'receptionist', 'freshers', 'housewives', 'students', 'msc', 'phd', 'graduate']"
"ADAL IMMIGRATIONS LLP
     (More Jobs)","['cashier', 'accountant', 'assistant accountant', 'senior accountant', 'cash', 'balance sheet']"
"SN WEB ENTERPRISES
     (More Jobs)","['backened work', 'fresher', 'computer operator', 'office assistant', 'front office executive']"
"SN WEB ENTERPRISES
     (More Jobs)","['backened work', 'fresher', 'computer operator', 'office assistant', 'front office executive']"
"ADAL IMMIGRATIONS LLP
     (More Jobs)","['warehouse manager', 'warehouse logistics', 'warehouse executive', 'warehouse supervisor', 'warehouse assistant']"
"EXOTIC EXPERT SOLUTIONS LLP
     (More Jobs)","['warehouse manager', 'warehouse executive', 'warehouse assistant', 'warehouse logistics']"
"ADAL IMMIGRATIONS LLP
     (More Jobs)","['warehouse manager', 'warehouse logistics', 'warehouse executive', 'warehouse supervisor', 'warehouse assistant']"
"EXOTIC EXPERT SOLUTIONS LLP
     (More Jobs)","['warehouse manager', 'warehouse executive', 'warehouse assistant', 'warehouse logistics']"
"SN WEB ENTERPRISES
     (More Jobs)","['backened work', 'fresher', 'computer operator', 'office assistant', 'front office executive']"
"SN WEB ENTERPRISES
     (More Jobs)","['backened work', 'fresher', 'computer operator', 'office assistant', 'front office executive']"
